Timestamp,Gesture,Confidence,Action,Slide Number
2026-06-22 20:30:43,LIKE,78.20%,Started,1
2026-06-22 20:30:57,FIST,84.06%,Prev Slide,1
2026-06-22 20:31:00,LIKE,74.94%,Next Slide,2
2026-06-22 20:31:09,FIST,80.98%,Prev Slide,1
2026-06-22 20:31:14,LIKE,78.72%,Next Slide,2
2026-06-22 20:31:28,FIST,73.43%,Prev Slide,1
2026-06-22 20:31:39,LIKE,75.66%,Next Slide,2
2026-06-22 20:31:45,STOP,80.25%,Paused,2
2026-06-22 20:32:03,LIKE,83.98%,Next Slide,3
2026-06-22 20:32:23,LIKE,93.53%,Started,3
